cc_alias	language	lexeme	status	lexeme_source	cognacy_source	comment
water-E	Tamil	ni:ɾə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:328 (A)	DED3690 Ta. nīr water, sea, juice, liquor, urine, dampness, moisture; nature, disposition, state, condition; (-pp-, -tt-) to become thin or watery (as liquid food in cooking), be wet, moist; nīrmai property of water, as coolness; īr moisture, wetness, freshness, greenness; īram wet, moisture, humidity, freshness, greenness, coolness; īrali (-pp-, -tt-) to become moist, damp; īri (-pp-, -tt-) to become wet, moist, damp, cool, be benumbed by cold or disease; īrippu dampness, moisture; īriya damp, wet, cold. Ma. nīr water, juice, moisture; īram moisture, dirt; īrikka to grow damp; īrppam dampness; īrmam, īrman damp cloth; īṟam moisture, dirt, wet cloth; īṟan wet cloth. Ko. ni·r water, semen. To. ni·r water; ni·xoy- (ni·xos-) to be thirsty (see 1458); ni· pïkwïḷy water blister (see 4455); ni· pa·w watering-place in stream; i·rm (obl. i·rt-) dampness. Ka. nīr, nīru water; īra moisture, dampness, wetness; (Gul.) nīrki thirst. Koḍ. ni·rï water. Tu. nīrů id. Te. nīru water, urine; nīḷḷu (pl.) water; īmiri moisture. Kol. i·r water. Nk. īr id. Nk. (Ch.) īr water; īr kak- to bathe. Pa. nīr water, general appearance, character. Ga. (Oll. S.) nīr water. Konḍa nīr masu mist, dew (cf. 4641). Kui nīru juice, sap, essence. Br. dīr water, flood-water, juice, sap. / Cf. Skt. nīra- water, juice, liquor; nīvara- water, mud; Turner, CDIAL, no. 7552.
water-E	Telugu	ni:ɾu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:328 (A)	DED3690 Ta. nīr water, sea, juice, liquor, urine, dampness, moisture; nature, disposition, state, condition; (-pp-, -tt-) to become thin or watery (as liquid food in cooking), be wet, moist; nīrmai property of water, as coolness; īr moisture, wetness, freshness, greenness; īram wet, moisture, humidity, freshness, greenness, coolness; īrali (-pp-, -tt-) to become moist, damp; īri (-pp-, -tt-) to become wet, moist, damp, cool, be benumbed by cold or disease; īrippu dampness, moisture; īriya damp, wet, cold. Ma. nīr water, juice, moisture; īram moisture, dirt; īrikka to grow damp; īrppam dampness; īrmam, īrman damp cloth; īṟam moisture, dirt, wet cloth; īṟan wet cloth. Ko. ni·r water, semen. To. ni·r water; ni·xoy- (ni·xos-) to be thirsty (see 1458); ni· pïkwïḷy water blister (see 4455); ni· pa·w watering-place in stream; i·rm (obl. i·rt-) dampness. Ka. nīr, nīru water; īra moisture, dampness, wetness; (Gul.) nīrki thirst. Koḍ. ni·rï water. Tu. nīrů id. Te. nīru water, urine; nīḷḷu (pl.) water; īmiri moisture. Kol. i·r water. Nk. īr id. Nk. (Ch.) īr water; īr kak- to bathe. Pa. nīr water, general appearance, character. Ga. (Oll. S.) nīr water. Konḍa nīr masu mist, dew (cf. 4641). Kui nīru juice, sap, essence. Br. dīr water, flood-water, juice, sap. / Cf. Skt. nīra- water, juice, liquor; nīvara- water, mud; Turner, CDIAL, no. 7552.
water-E	Telugu	ni:ɭɭu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:328 (A)	DED3690 Ta. nīr water, sea, juice, liquor, urine, dampness, moisture; nature, disposition, state, condition; (-pp-, -tt-) to become thin or watery (as liquid food in cooking), be wet, moist; nīrmai property of water, as coolness; īr moisture, wetness, freshness, greenness; īram wet, moisture, humidity, freshness, greenness, coolness; īrali (-pp-, -tt-) to become moist, damp; īri (-pp-, -tt-) to become wet, moist, damp, cool, be benumbed by cold or disease; īrippu dampness, moisture; īriya damp, wet, cold. Ma. nīr water, juice, moisture; īram moisture, dirt; īrikka to grow damp; īrppam dampness; īrmam, īrman damp cloth; īṟam moisture, dirt, wet cloth; īṟan wet cloth. Ko. ni·r water, semen. To. ni·r water; ni·xoy- (ni·xos-) to be thirsty (see 1458); ni· pïkwïḷy water blister (see 4455); ni· pa·w watering-place in stream; i·rm (obl. i·rt-) dampness. Ka. nīr, nīru water; īra moisture, dampness, wetness; (Gul.) nīrki thirst. Koḍ. ni·rï water. Tu. nīrů id. Te. nīru water, urine; nīḷḷu (pl.) water; īmiri moisture. Kol. i·r water. Nk. īr id. Nk. (Ch.) īr water; īr kak- to bathe. Pa. nīr water, general appearance, character. Ga. (Oll. S.) nīr water. Konḍa nīr masu mist, dew (cf. 4641). Kui nīru juice, sap, essence. Br. dīr water, flood-water, juice, sap. / Cf. Skt. nīra- water, juice, liquor; nīvara- water, mud; Turner, CDIAL, no. 7552.
water-E	Toda	ni:ɾ		Kolipakam fieldwork (A)	Burrow Emeneau 1961:328 (A)	DED3690 Ta. nīr water, sea, juice, liquor, urine, dampness, moisture; nature, disposition, state, condition; (-pp-, -tt-) to become thin or watery (as liquid food in cooking), be wet, moist; nīrmai property of water, as coolness; īr moisture, wetness, freshness, greenness; īram wet, moisture, humidity, freshness, greenness, coolness; īrali (-pp-, -tt-) to become moist, damp; īri (-pp-, -tt-) to become wet, moist, damp, cool, be benumbed by cold or disease; īrippu dampness, moisture; īriya damp, wet, cold. Ma. nīr water, juice, moisture; īram moisture, dirt; īrikka to grow damp; īrppam dampness; īrmam, īrman damp cloth; īṟam moisture, dirt, wet cloth; īṟan wet cloth. Ko. ni·r water, semen. To. ni·r water; ni·xoy- (ni·xos-) to be thirsty (see 1458); ni· pïkwïḷy water blister (see 4455); ni· pa·w watering-place in stream; i·rm (obl. i·rt-) dampness. Ka. nīr, nīru water; īra moisture, dampness, wetness; (Gul.) nīrki thirst. Koḍ. ni·rï water. Tu. nīrů id. Te. nīru water, urine; nīḷḷu (pl.) water; īmiri moisture. Kol. i·r water. Nk. īr id. Nk. (Ch.) īr water; īr kak- to bathe. Pa. nīr water, general appearance, character. Ga. (Oll. S.) nīr water. Konḍa nīr masu mist, dew (cf. 4641). Kui nīru juice, sap, essence. Br. dīr water, flood-water, juice, sap. / Cf. Skt. nīra- water, juice, liquor; nīvara- water, mud; Turner, CDIAL, no. 7552.
water-E	Tulu	ni:ɾə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:328 (A)	DED3690 Ta. nīr water, sea, juice, liquor, urine, dampness, moisture; nature, disposition, state, condition; (-pp-, -tt-) to become thin or watery (as liquid food in cooking), be wet, moist; nīrmai property of water, as coolness; īr moisture, wetness, freshness, greenness; īram wet, moisture, humidity, freshness, greenness, coolness; īrali (-pp-, -tt-) to become moist, damp; īri (-pp-, -tt-) to become wet, moist, damp, cool, be benumbed by cold or disease; īrippu dampness, moisture; īriya damp, wet, cold. Ma. nīr water, juice, moisture; īram moisture, dirt; īrikka to grow damp; īrppam dampness; īrmam, īrman damp cloth; īṟam moisture, dirt, wet cloth; īṟan wet cloth. Ko. ni·r water, semen. To. ni·r water; ni·xoy- (ni·xos-) to be thirsty (see 1458); ni· pïkwïḷy water blister (see 4455); ni· pa·w watering-place in stream; i·rm (obl. i·rt-) dampness. Ka. nīr, nīru water; īra moisture, dampness, wetness; (Gul.) nīrki thirst. Koḍ. ni·rï water. Tu. nīrů id. Te. nīru water, urine; nīḷḷu (pl.) water; īmiri moisture. Kol. i·r water. Nk. īr id. Nk. (Ch.) īr water; īr kak- to bathe. Pa. nīr water, general appearance, character. Ga. (Oll. S.) nīr water. Konḍa nīr masu mist, dew (cf. 4641). Kui nīru juice, sap, essence. Br. dīr water, flood-water, juice, sap. / Cf. Skt. nīra- water, juice, liquor; nīvara- water, mud; Turner, CDIAL, no. 7552.
water-E	Yeruva	ni:ɾu		Kolipakam fieldwork (A)	Kolipakam (B)	High quality look alike to DED3690
water-F	Kuwi	eju		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:76 (A)	DED761
water-G	Gondi	jeɾ		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:468 (A)	DED5159
we-A	Badga	nanga		Kolipakam fieldwork (A)	Verkerk (B)	high quality look-alike
we-A	Brahui	nan		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:322 (A)	3647
we-A	Kannada	na:ʋu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:322 (A)	set 3647, form cited is nāvu
we-A	Kodava	nanga		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5154 (A)	Koḍ. eŋga (obl. eŋga-), naŋga (obl. naŋga-) we.
we-A	Koya	mana:ɖu		Kolipakam fieldwork (A)	Verkerk (C)	look-alike, but unclear
we-A	Kurukh	na:m		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:322 (A)	3647
we-A	Malayalam	na:m		Kolipakam fieldwork (A)	Burrow Emeneau 1961:322 (B)	no. 3674, form cited is nām
we-A	Malto	na:mu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:322 (B)	No. 3647 Malt. nám (obl. nam-) 'we (incl.)'
we-A	Tamil	na:m		Kolipakam fieldwork (A)	Burrow Emeneau 1961:322 (B)	no. 3647
we-A	Telugu	manamu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:322 (A)	set 3647
we-A	Yeruva	nanga		Kolipakam fieldwork (A)	Verkerk (B)	high quality look-alike
we-B	Betta_Kurumba	naɳgə		Kolipakam fieldwork (A)	Dunn (B)	good lookalike
we-B	Betta_Kurumba	jaɳgə		Kolipakam fieldwork (A)	Dunn (C)	doubtful lookalike (compare Tulu for another j- initial form)
we-B	Gondi	mammoʈ		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:468 (A)	DED 5154
we-B	Kolami	amdə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED 5154
we-B	Kota	amme		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED 5154
we-B	Koya	mamma		Kolipakam fieldwork (A)	Verkerk (C)	look-alike, but very doubtful
we-B	Kuwi	mambu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:468 (A)	DED 5154
we-B	Malayalam	nammal		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:467 (A)	; set 5154. meaning = exclusive 'we'
we-B	Ollari_Gadba	a:m		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED 5154
we-B	Parji	ām		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:467 (B)	; set 5154
we-B	Tamil	na:nga		Andronov 1964 (B); Kolipakam fieldwork (A)	Burrow Emeneau 1961:467 (C)	set 5154, form cited is: 'nāṅkaḷ (obl. eṅkaḷ-) we (excl.)'
we-B	Telugu	meːmu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:467 (A)	set 5154, form cited 'ēmu, nēmu, mēmu (obl. man-/mā-)'
we-B	Toda	o:m		Kolipakam fieldwork (A)	Andronov 1964:467; no. 5154 (B); Burrow Emeneau 1961:467 (A)	exclusive 'we'; set 5154, form cited: To. em (obl. em-) we (excl.); om (obl. om-) we (incl.).
we-B	Tulu	jankulu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:467 (C)	set 5154, form cited 'eṅkuḷů (obl. eṅkuḷe-) we (excl.)'
what-A	Badga	e:nə		Kolipakam fieldwork (A)	Verkerk (B)	high quality look-alike
what-A	Betta_Kurumba	ajindi		Kolipakam fieldwork (A)	Dunn (C)	Similar to Tulu form
what-A	Brahui	antə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED5151
what-A	Gondi	baʈʈal		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:466 (A)	DED5151
what-A	Kannada	je:nu		Kolipakam fieldwork (A)	Andronov 1964 (C)	This form is not listed in DED5151: Ka. yā-, ā-, ē-, e- interrogative base; yā, yāva, ā, āva, dāva, ē, e what, which; yār, ār, dāru who (pl.); yāvanu, āvaṃ, āve which man; yāvaḷu, āvaḷ which woman; āvudu what, which; pl. āvuvu; yāke, yātake, yātakke, ētake, ēke why; ēn what; pl. ēvu; etta which or what place or direction, to or in which etc., where; ettam wheresoever; enitu, enittu, enisu, entuṭu, eṣṭu, ēṭu, ēsu how much, how many; enta, entā, entha, enthā, entaha, enna what kind or sort; entu how; entum by all or any means; endu when; endum always; enne what time; elli what place, where, whither; ehage, ehaṅge, eheṅge, eṅge, heṅge, hēge, hēṅge, hyāge hyāṅge in what manner; how.
what-A	Kodava	jentə		Kolipakam fieldwork (A)	Verkerk (C)	high quality look-alike, is not in DED5151 as would be expected: "Koḍ. a·rï (dat. a·kï, gen. a·ḍa), da·rï who (sg., pl.); ennï what; e·vë&supern;, e·va, e·vu, e·dï which man, which woman, which persons, which thing or things; adj. e·; elli where; elliñji whence; ettï, ettaṭṭi, eppara to which side; ettiñji from which direction; e·le by which way; ekka when; ekkatiñji since when; ekka·kaṇe until when; ekkale· just when; ekkalu·, ekko·lu· always; endï which day; endu· always; eccë, eccakï how many; ennatë, entë of what kind; ennane, e·taratï in what manner; ennata·ŋgï for what purpose; e·naŋguṇḍï on account of what; ennaŋgï why."
what-A	Kolami	em		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:466 (A)	DED5151
what-A	Kota	eta:nə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:466 (A)	DED5151
what-A	Koya	ba:ta		Kolipakam fieldwork (A)	Verkerk (C)	look-alike with Gondi
what-A	Kurukh	je:ndra		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED5151
what-A	Kuwi	ena		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:466 (A)	DED5151
what-A	Malayalam	endə		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5151 (A)	; DED5151 Form cited is: "entu what;"
what-A	Malto	indiɾdu		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED5151
what-A	Malto	indɾa:n		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED5151
what-A	Ollari_Gadba	enna:ʈ		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:466 (A)	DED5151
what-A	Parji	nāto		Andronov 1964 (B)	Burrow Emeneau 1961:DED5151 (A)	DED5151
what-A	Tamil	enne		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5151 (A)	; DED5151 Form cited is: "eṉṉa, eṉṉatu, eṉṉai what;"
what-A	Telugu	ēmi		Andronov 1964 (B)	Andronov 1964 (B)	
what-A	Telugu	e:ɳʈi		Kolipakam fieldwork (A)	Verkerk (C)	high quality look-alike, is not in DED5151 as would be expected: "Te. evãḍu (obl. evani-)/ēvã̄ḍu/ evvã̄ḍu/evvãḍu/ē̃ḍu/etãḍu, evaru (obl. evari-)/ ēvāru/evāru/evvaru/ēru/ēvārulu/evvāralu/ēvāṇḍru/evvāṇḍru/evvaṇḍru/evaṇḍru, ēdi (obl. dēni-)/edi/eddi/ēyadi/eyyadi, ēvi (obl. vēṭi-)/ evi/evvi/ēyavi/eyyavi who/which man, which persons, which woman or thing, which things; adj. ē; evata, evati, evatuka, evate, evarita, evariti, evarite, evartuka, (all the preceding with vv for v), ēbiḍa, ēme, ēpe, ēke which woman; ēmi what, why, how much, how; ekkaḍa, ecaṭa, ecaṭu, ecoṭu, eccaṭa, eccaṭu, eccō, eccōṭa, eccō˘ṭu, eṭa, ēḍa, ēyeḍa what place, where; ekkaḍi of what place; eppuḍu, epuḍu when; eppaṭi of what time; usual, former, old; endu where; enduṇḍi whence; endunu everywhere; enta how much, how great; entamu much, ever so much; ententa how large each; endanuka, endã̄ka how far, how long, until when; endaṟu how many persons; enni, eni how many things; enduku, ēṭiki ēla, ēlā why; eṭu, eṭula, eṭulu, eṭṭu, eṭṭulu, eṭlu, ēlāgu how; eṭṭi, ēṭi, ēlāṭi like what; eṭṭĩḍu what sort of man; eṭṭidi what sort of woman or thing; ennaḍu what day, when."
what-A	Telugu	e:miʈi		Kolipakam fieldwork (A)	Burrow Emeneau 1961:466 (A)	DED5151
what-A	Toda	inno		Kolipakam fieldwork (A)	Verkerk (C)	look-alike, highly doubtful to be a cognate; is not in DED5151 as would be expected: "To. e-, e·- (same meaning as Ko.); e·Q (obl. personal e·n-) which person or thing; pl. e·Qa·m; adj. e· (before consonant), e·y (before vowel); e·Qïd because of what; e·Qïdm because of any of these things; eṯ in which direction; eṯm in any direction; eṯïk a little in which direction; eṯs̱n, es̱n whence; e·l where; e·nk to what place; e·na·ṟ by what road, towards where; e·faxm always; e·ḏ, (in song also) eḏ why; eḏ on what day; etfok, etfïn when; et how many; etk how much; etks̱ at what distance; eto·f such as what; egy what manner, how; however much; e(g) gïs doing in what way, how; e(g) gïsem somehow; es̱ ïn- to say how or what; o·ry (obl. o·r-) who; in what; why; i· what (i· xïy- to do what; freely used in song). "
what-A	Tulu	entʃina		Kolipakam fieldwork (A)	Verkerk (B)	is in DED5151 under form of eñci - "Tu. ērů, ēraṇe who; dā, dānè, jānè, dāva, dādavu, vā, ovu what, which; dāye why; ēni, ēpa, ēpo when; ētů how much, how many; ētoḷu how often; eñca how; eñci what sort of; eñcitti such as what; ōḷu, oḷpa where; oḍe whither; oñci whence; (B-K.) ōpe which side; ōpetāyé which man. "
what-A	Yeruva	entai		Kolipakam fieldwork (A)	Verkerk (B)	high quality look-alike
white-A	Badga	ʋeɭɭe		Kolipakam fieldwork (A)	Jordan (A)	Identical to e.g. Tamil and other members of DED5496
white-A	Betta_Kurumba	bəɭɭu		Kolipakam fieldwork (A)	Jordan (B)	Close lookalike with eg. Kannada beḷ(u) and cognate set DED5496
white-A	Kannada	biɭi		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5496 (A)	B&E forms: beḷ(u), beḷa, beḷ(u)pu, beḷatige, beḷantige, beḷḷage, biḷa, biḷu, biḷi, biḷe, biḷapu, biḷ(u)pu whiteness, brightness
white-A	Kodava	boltadə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5496 (A)	B&E form: boḷï- (boḷïp-, boḷït-) to become white; boḷakï, boḷica lamp; boḷi light; boḷïpï whiteness; boḷïtë white
white-A	Kota	ʋellə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:500 (A)	DED5496
white-A	Malayalam	ʋeɭuppə		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5496 (A)	; B&E form: veḷukka to dawn, grow white, be white, be clean or bright; veḷuppu whiteness, brightness, dawn, leprosy;
white-A	Parji	vil		Andronov 1964 (B)	Burrow Emeneau 1961:DED5496 (A)	
white-A	Tamil	veɭɭə		Andronov 1964 (B); Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5496 (A)	; B&E form: vel
white-A	Telugu	vella		Andronov 1964 (B)	Andronov 1964 (B); Burrow Emeneau 1961:DED5496 (A)	; B&E form: vella, vellani white; vellana, velli, vellika whiteness;
white-A	Toda	pelti		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5496 (A)	B&E form: pöl
white-A	Tulu	boldu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5496 (A)	B&E form: boḷů, bolů, boḷůṅgarè, bolci, boḷḷarè, boḷḷenti
white-A	Yeruva	boltaji		Kolipakam fieldwork (A)	Jordan (A)	Lookalike to e.g. Kodava and other members of DED5496
white-B	Gondi	tellag		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:301 (A)	DED3433
white-B	Kolami	telluɖi		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:301 (A)	DED3433
white-B	Koya	telup		Kolipakam fieldwork (A)	Kolipakam (B)	High quality look alike to DED3433 Te. teli white, pure
white-B	Telugu	telupu		Kolipakam fieldwork (A)	Burrow Emeneau 1961:301 (A)	DED3433 Te. teli white, pure
white-C	Kurukh	paɳɖɾu		Kolipakam (fieldwork) (A)	Kolipakam (B)	No entry in DED
white-C	Kuwi	pandi		Kolipakam (fieldwork) (A)	Kolipakam (B)	No entry in DED
white-D	Brahui	pi:un		Kolipakam (fieldwork) (A)	Kolipakam (B)	No entry in DED
white-E	Malto	sada:		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton. No entry in DED
white-F	Malto	dʒinpɾo		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton. No entry in DED
white-G	Kuwi	dumda		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton. No entry in DED
white-H	Kuwi	kumnɖi		Kolipakam (fieldwork) (A)	Kolipakam (B)	apparent singleton. No entry in DED
who-A	Betta_Kurumba	da:ɾə		Kolipakam fieldwork (A)	Dunn (B)	good lookalike, identical to form in sister language
who-A	Brahui	de:ɾ		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:465 (A)	DED5151
who-A	Gondi	boɾ		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:466 (A)	DED5151
who-A	Kannada	ja:ɾu		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5151 (A)	; DED5151 - Form very similar but not the same as in DED: Ka. yā-, ā-, ē-, e- interrogative base; yā, yāva, ā, āva, dāva, ē, e what, which; yār, ār, dāru who (pl.); yāvanu, āvaṃ, āve which man; yāvaḷu, āvaḷ which woman; āvudu what, which; pl. āvuvu; yāke, yātake, yātakke, ētake, ēke why; ēn what; pl. ēvu; etta which or what place or direction, to or in which etc., where; ettam wheresoever; enitu, enittu, enisu, entuṭu, eṣṭu, ēṭu, ēsu how much, how many; enta, entā, entha, enthā, entaha, enna what kind or sort; entu how; entum by all or any means; endu when; endum always; enne what time; elli what place, where, whither; ehage, ehaṅge, eheṅge, eṅge, heṅge, hēge, hēṅge, hyāge hyāṅge in what manner; how.
who-A	Kodava	da:ɾə		Kolipakam fieldwork (A)	Burrow Emeneau 1961:DED5151 (B)	DED5151 Form listed as a:rï - - Koḍ. a·rï (dat. a·kï, gen. a·ḍa), da·rï who (sg., pl.); ennï what; e·vë&supern;, e·va, e·vu, e·dï which man, which woman, which persons, which thing or things; adj. e·; elli where; elliñji whence; ettï, ettaṭṭi, eppara to which side; ettiñji from which direction; e·le by which way; ekka when; ekkatiñji since when; ekka·kaṇe until when; ekkale· just when; ekkalu·, ekko·lu· always; endï which day; endu· always; eccë, eccakï how many; ennatë, entë of what kind; ennane, e·taratï in what manner; ennata·ŋgï for what purpose; e·naŋguṇḍï on account of what; ennaŋgï why.
who-A	Kota	da:ɾə		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED5151
who-A	Kurukh	ne		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961:467 (A)	DED5151
who-A	Malayalam	a:ɾə		Kolipakam fieldwork (A)	Andronov 1964 (B); Burrow Emeneau 1961:DED5151 (A)	; DED5151 - Form found is a:r: Ma. yāvan/ēvan, yāvaḷ/ēvaḷ, yāvar/ēvar/yār/ār who (masc. sg., fem. sg., pl.); yā/yātu/ētu/ēn, ēva what (sg., pl.); e, ē what; eṅṅu where; eṅṅum, eṅṅānum anywhere; eṅṅanē how; ettira, etra how much, how many; entu what; why; ennu what day, when; ennum, ennekkum always; e-ppuṟam what side; e-ppōḷ when; eppērum everyone
who-A	Malto	ne:du		Kolipakam (fieldwork) (A)	Burrow Emeneau 1961 (A)	DED 5151
who-A	Parji	ed		Andronov 1964 (B)	Burrow Emeneau 1961:DED5151 (A)	DED5151 - form differently written - Pa. ēd (obl. ēr-) who; adj. āro which; ēdi (obl. ēri-) anybody, (with neg.) nobody; eŋgoṭ, eñot how much; ete, eten how; etoḍ, ettel when; etoḍ etoḍ repeatedly; etoḍi always, (with neg.) never; etni in what way; āre where; āt, āroḍ whither; nā, nāto what; nātek, nāteg, nāteŋg why.
